well	ID
J13	h1299_clone1E7
K13	h1299_clone1F7
L13	h1299_clone1F7
M13	h1299_clone1G7
N13	h1299_clone1G7
O13	h1299_clone1H7
P13	h1299_clone1H7
A14	h1299_clone1A7
B14	h1299_clone1A7
C14	h1299_clone1B7
D14	h1299_clone1B7
E14	h1299_clone1C7
F14	h1299_clone1C7
G14	h1299_clone1D7
H14	h1299_clone1D7
I14	h1299_clone1E7
J14	h1299_clone1E7
K14	h1299_clone1F7
L14	h1299_clone1F7
M14	h1299_clone1G7
N14	h1299_clone1G7
O14	h1299_clone1H7
P14	h1299_clone1H7
A15	h1299_clone1A8
B15	h1299_clone1A8
C15	h1299_clone1B8
D15	h1299_clone1B8
E15	h1299_clone1C8
F15	h1299_clone1C8
G15	h1299_clone1D8
H15	h1299_clone1D8
I15	h1299_clone1E8
J15	h1299_clone1E8
K15	h1299_clone1F8
L15	h1299_clone1F8
M15	h1299_clone1G8
N15	h1299_clone1G8
O15	h1299_clone1H8
P15	h1299_clone1H8
A16	h1299_clone1A8
B16	h1299_clone1A8
C16	h1299_clone1B8
D16	h1299_clone1B8
E16	h1299_clone1C8
F16	h1299_clone1C8
G16	h1299_clone1D8
H16	h1299_clone1D8
I16	h1299_clone1E8
J16	h1299_clone1E8
K16	h1299_clone1F8
L16	h1299_clone1F8
M16	h1299_clone1G8
N16	h1299_clone1G8
O16	h1299_clone1H8
P16	h1299_clone1H8
A17	h1299_clone1A9
B17	h1299_clone1A9
C17	h1299_clone1B9
D17	h1299_clone1B9
E17	h1299_clone1C9
F17	h1299_clone1C9
G17	h1299_clone1D9
H17	h1299_clone1D9
I17	h1299_clone1E9
J17	h1299_clone1E9
K17	h1299_clone1F9
L17	h1299_clone1F9
M17	h1299_clone1G9
N17	h1299_clone1G9
O17	h1299_clone1H9
P17	h1299_clone1H9
A18	h1299_clone1A9
B18	h1299_clone1A9
C18	h1299_clone1B9
D18	h1299_clone1B9
E18	h1299_clone1C9
F18	h1299_clone1C9
G18	h1299_clone1D9
H18	h1299_clone1D9
I18	h1299_clone1E9
J18	h1299_clone1E9
K18	h1299_clone1F9
L18	h1299_clone1F9
M18	h1299_clone1G9
N18	h1299_clone1G9
O18	h1299_clone1H9
P18	h1299_clone1H9
A19	h1299_clone1A10
B19	h1299_clone1A10
C19	h1299_clone1B10
D19	h1299_clone1B10
E19	h1299_clone1C10
F19	h1299_clone1C10
G19	h1299_clone1D10
H19	h1299_clone1D10
I19	h1299_clone1E10
J19	h1299_clone1E10
K19	h1299_clone1F10
L19	h1299_clone1F10
M19	h1299_clone1G10
N19	h1299_clone1G10
O19	h1299_clone1H10
P19	h1299_clone1H10
A20	h1299_clone1A10
B20	h1299_clone1A10
C20	h1299_clone1B10
D20	h1299_clone1B10
E20	h1299_clone1C10
F20	h1299_clone1C10
G20	h1299_clone1D10
H20	h1299_clone1D10
I20	h1299_clone1E10
J20	h1299_clone1E10
K20	h1299_clone1F10
L20	h1299_clone1F10
M20	h1299_clone1G10
N20	h1299_clone1G10
O20	h1299_clone1H10
P20	h1299_clone1H10
A21	h1299_clone1A11
B21	h1299_clone1A11
C21	h1299_clone1B11
D21	h1299_clone1B11
E21	h1299_clone1C11
F21	h1299_clone1C11
G21	h1299_clone1D11
H21	h1299_clone1D11
I21	h1299_clone1E11
J21	h1299_clone1E11
K21	h1299_clone1F11
L21	h1299_clone1F11
M21	h1299_clone1G11
N21	h1299_clone1G11
O21	h1299_clone1H11
P21	h1299_clone1H11
A22	h1299_clone1A11
B22	h1299_clone1A11
C22	h1299_clone1B11
D22	h1299_clone1B11
E22	h1299_clone1C11
F22	h1299_clone1C11
G22	h1299_clone1D11
H22	h1299_clone1D11
I22	h1299_clone1E11
J22	h1299_clone1E11
K22	h1299_clone1F11
L22	h1299_clone1F11
M22	h1299_clone1G11
N22	h1299_clone1G11
O22	h1299_clone1H11
P22	h1299_clone1H11
A23	h1299_clone1A12
B23	h1299_clone1A12
C23	h1299_clone1B12
D23	h1299_clone1B12
E23	h1299_clone1C12
F23	h1299_clone1C12
G23	h1299_clone1D12
H23	h1299_clone1D12
I23	h1299_clone1E12
J23	h1299_clone1E12
K23	h1299_clone1F12
L23	h1299_clone1F12
M23	h1299_clone1G12
N23	h1299_clone1G12
O23	h1299_clone1H12_empty
P23	h1299_clone1H12_empty
A24	h1299_clone1A12
B24	h1299_clone1A12
C24	h1299_clone1B12
D24	h1299_clone1B12
E24	h1299_clone1C12
F24	h1299_clone1C12
G24	h1299_clone1D12
H24	h1299_clone1D12
I24	h1299_clone1E12
J24	h1299_clone1E12
K24	h1299_clone1F12
L24	h1299_clone1F12
M24	h1299_clone1G12
N24	h1299_clone1G12
O24	h1299_clone1H12_empty
P24	h1299_clone1H12_empty
