well	ID
K16	WI38_clone46
L16	WI38_clone46
M16	WI38_clone47
N16	WI38_clone47
O16	WI38_clone48
P16	WI38_clone48
A17	WI38_clone41
B17	WI38_clone41
C17	WI38_clone42
D17	WI38_clone42
E17	WI38_clone43
F17	WI38_clone43
G17	WI38_clone44
H17	WI38_clone44
I17	WI38_clone45
J17	WI38_clone45
K17	WI38_clone46
L17	WI38_clone46
M17	WI38_clone47
N17	WI38_clone47
O17	WI38_clone48
P17	WI38_clone48
A18	WI38_clone41
B18	WI38_clone41
C18	WI38_clone42
D18	WI38_clone42
E18	WI38_clone43
F18	WI38_clone43
G18	WI38_clone44
H18	WI38_clone44
I18	WI38_clone45
J18	WI38_clone45
K18	WI38_clone46
L18	WI38_clone46
M18	WI38_clone47
N18	WI38_clone47
O18	WI38_clone48
P18	WI38_clone48
A19	WI38_clone49
B19	WI38_clone49
C19	WI38_clone50
D19	WI38_clone50
E19	WI38_clone51
F19	WI38_clone51
G19	WI38_clone52
H19	WI38_clone52
I19	WI38_clone53
J19	WI38_clone53
K19	WI38_clone54
L19	WI38_clone54
M19	WI38_clone55
N19	WI38_clone55
O19	WI38_clone56
P19	WI38_clone56
A20	WI38_clone49
B20	WI38_clone49
C20	WI38_clone50
D20	WI38_clone50
E20	WI38_clone51
F20	WI38_clone51
G20	WI38_clone52
H20	WI38_clone52
I20	WI38_clone53
J20	WI38_clone53
K20	WI38_clone54
L20	WI38_clone54
M20	WI38_clone55
N20	WI38_clone55
O20	WI38_clone56
P20	WI38_clone56
A21	WI38_clone49
B21	WI38_clone49
C21	WI38_clone50
D21	WI38_clone50
E21	WI38_clone51
F21	WI38_clone51
G21	WI38_clone52
H21	WI38_clone52
I21	WI38_clone53
J21	WI38_clone53
K21	WI38_clone54
L21	WI38_clone54
M21	WI38_clone55
N21	WI38_clone55
O21	WI38_clone56
P21	WI38_clone56
A22	WI38_clone_empty1
B22	WI38_clone_empty1
C22	WI38_clone_empty2
D22	WI38_clone_empty2
E22	WI38_clone_empty3
F22	WI38_clone_empty3
G22	WI38_clone_empty4
H22	WI38_clone_empty4
I22	WI38_clone_empty5
J22	WI38_clone_empty5
K22	WI38_clone_empty6
L22	WI38_clone_empty6
M22	WI38_clone_empty7
N22	WI38_clone_empty7
O22	WI38_clone_empty8
P22	WI38_clone_empty8
A23	WI38_clone_empty1
B23	WI38_clone_empty1
C23	WI38_clone_empty2
D23	WI38_clone_empty2
E23	WI38_clone_empty3
F23	WI38_clone_empty3
G23	WI38_clone_empty4
H23	WI38_clone_empty4
I23	WI38_clone_empty5
J23	WI38_clone_empty5
K23	WI38_clone_empty6
L23	WI38_clone_empty6
M23	WI38_clone_empty7
N23	WI38_clone_empty7
O23	WI38_clone_empty8
P23	WI38_clone_empty8
A24	WI38_clone_empty1
B24	WI38_clone_empty1
C24	WI38_clone_empty2
D24	WI38_clone_empty2
E24	WI38_clone_empty3
F24	WI38_clone_empty3
G24	WI38_clone_empty4
H24	WI38_clone_empty4
I24	WI38_clone_empty5
J24	WI38_clone_empty5
K24	WI38_clone_empty6
L24	WI38_clone_empty6
M24	WI38_clone_empty7
N24	WI38_clone_empty7
O24	WI38_clone_empty8
P24	WI38_clone_empty8
