"","x"
"AK026379",0.00334807866869049
"AK026392;MXD4;MIR4800",0.73403923433724
"AK026758",0.00304646611102744
"AK027541",0.00429772682561628
"AK054880",0.00310804747916261
"AK055017",0.01425736028567
"AK055250",0.000203803540642227
"AK055254",0.0201000745825037
"AK055260",0.000287820440570202
"AK055272",0.0072003867462744
"AK055323",0.00276497132713603
"AK055370",0.0113671112771414
"AK055408",0.00358211736495419
"AK055601",0.146791339257836
"AK055666",0.00917343812610243
"AK055746",0.0250606037303603
"AK055981",0.0176461323675678
"AK056073",0.00311512265540251
"AK056182",0.00135179988167147
"AK056196",0.000445814640882709
"AK056211",0.00114875027859775
"AK056332",0.00423370124435659
"AK056431",0.000953113534381354
"AK056556",0.0140842321299742
"AK056558",0.00336002675799424
"AK056657",0.0152859451642377
"AK056683",0.00922820220895113
"AK056817",0.114724425320328
"AK056973",0.0129459180685598
"AK056982",0.001525881442269
"AK057259",0.000657681336555796
"AK057719",0.00639687076666343
"AK057873",0.00142516731464274
"AK057887",0.175387060748509
"AK074469",0.00431086526998546
"AK074476",0.0178086182516643
"AK090553",0.00296634664049811
"AK090593",0.101663065855324
"AK090688",0.0264218057358134
"AK090844",0.0143664704449613
"AK090904",0.0479873918638936
"AK091028",0.0029046814184633
"AK091275",0.000277841936111525
"AK091729",0.0123133001683657
"AK092048",0.000958199132720256
"AK092080",0.0974476495700344
"AK092380",0.00165169205047751
"AK092589",0.000245282946615957
"AK093026",0.00261625718224068
"AK093264",0.00107170181572416
"AK093299",0.00315013921460165
"AK093356",0.000893770218394544
"AK093416",0.069781957512876
"AK093513",0.00880176128742503
"AK093519",0.00133590414727435
"AK093534",0.0327711790155989
"AK093898",0.00624740960117066
"AK094188",0.04848542252072
"AK094196",0.00028861021712493
"AK094343",8.28465422396658e-05
"AK094480",0.000358530371744167
"AK094562",0.0227123858353681
"AK094621",0.000348623299730002
"AK094715",0.00111335950728808
"AK094945",0.000667648674116933
"AK094963",0.00305162325995675
"AK094985",0.0122175810847096
"AK095112;AK126318",0.12106195287599
"AK095117",0.0937359758129678
"AK095267",0.00124116034706229
"AK095335",0.00286043151080286
"AK095439",0.0055067515969598
"AK096219",0.00051700991040787
"AK096230",0.013711373197472
"AK096233;PRICKLE1",0.00696080538728794
"AK096279",0.000186485197672165
"AK096314",0.000342887946027727
"AK096319",0.0110238003068361
"AK096475",0.00251648351053652
"AK096622",0.000977778299609754
"AK096834",0.000445814640882709
"AK096976",0.00152981702628209
"AK096982",0.00177702615629936
"AK097012;MKNK2",1.68954654052307
"AK097161",0.00115315661644782
"AK097283",0.432793144321044
"AK097288",0.00442496552250357
"AK097351;TEAD2",0.262323680850793
"AK097472",0.0339367896576295
"AK097590",0.00295554156000894
"AK097607",0.00842332085062566
"AK097625",0.000460128338075799
"AK097787",0.00508181916181931
"AK097791",0.00114452330718708
"AK097902",0.00193501912356948
"AK098198",0.00334621462930977
"AK098263",0.00356452072858834
"AK098769",0.00331425403242065
"AK1",1.14587306031364
"AK123100",0.0395002838796926
"AK123177",0.00809150327133206
"AK123263",0.00106293741144032
"AK123450",0.00117081309392936
"AK123582",0.000708304698226247
"AK123584",0.00128994993291261
"AK123617",0.0142236072282159
"AK123675",0.0547509289040748
"AK123826",0.00108267140834896
"AK123947",0.00121036106411461
"AK123998",0.0824334036274577
"AK124179",0.000112789326051294
"AK124465;GFAP",0.0194478831672933
"AK124484",0.00148738759230603
"AK124928",0.00102313544258809
"AK124930",0.0447136693666008
"AK124973",0.000748895921733359
"AK125001",0.00382185464168423
"AK125212",0.0119168161371792
"AK125301",0.0121385144367329
"AK125516",0.0025501046957493
"AK125558",0.33950755667821
"AK125676",0.00153702879415749
"AK125759",0.00360637897093264
"AK125821",0.0036894622627095
"AK126209;C8orf42",0.1459419241704
"AK126225;CLPTM1L",2.69648203057534
"AK126278",0.00694343443547283
"AK126286",0.0068850348434375
"AK126380",0.00996256881174764
"AK126539",0.000451095069368498
"AK126693",0.00561966793709965
"AK127179;DICER1-AS1",0.0572932819695915
"AK127190",0.00672356897190179
"AK127191",0.000421791503735639
"AK127380",0.00324759852500951
"AK127400",0.000169563204676065
"AK127555",0.105927137738256
"AK127697",0.00189585247656541
"AK127889",0.159039261035945
"AK128153",0.0119079176305326
"AK128346",0.0554301297056333
"AK128400",0.0236186733239607
"AK128559",0.00357076737630006
"AK128569",0.00373960812368405
"AK128697",0.00543458918722593
"AK130076",0.129657195341932
"AK130294;LOC92249",0.339998951808377
"AK130329",0.0313561546513033
"AK130481",0.0206816547054526
"AK131020",0.00509734440005827
"AK172755",0.000517345145870195
"AK2",1.04683533630353
"AK289390",0.000199708653034434
"AK293147",8.10805116462035
"AK294743",0.00106411440149817
"AK296065",0.000222330734442679
"AK296966",0.115601858616163
"AK297919",0.0930530806015306
"AK3",0.0455205555606195
"AK301093",0.00104569028682343
"AK304759",0.000460128338075799
"AK307134",0.00570798229995999
"AK307192",0.00121787726914893
"AK307233",0.0205282259317111
"AK307246",0.000441493803088595
"AK308944",0.00242786454882367
"AK308965",0.00109032223042375
"AK309286",0.0104991327585419
"AK309441;WWTR1-AS1",0.0134007645381118
"AK310493",0.00373709292333347
"AK311167",0.0059646051590981
"AK311213",0.00204705671835886
"AK311356",0.00544049577447877
"AK311398",0.00128891640370275
"AK311497",0.885363070712562
"AK311578",0.000362410375461135
"AK4",0.0483864572421131
"AK5",0.180194842922962
"AK7",0.0282346604807087
"AKAP3",0.00287537859688445
"AKAP5",0.0084743852551536
"AKAP8",0.302857666028201
"AKAP8L",1.30641259342179
"AKAP9",0.835490457378266
"AKIP1",0.413275941493803
"AKIRIN1",0.521481540878531
"AKIRIN2",0.20608436771925
"AKR1B1",10.4513525653419
"AKR1C1",8.78325212431854
"AKR1C2",36.6384249665725
"AKR1C3",26.8057548456057
"AKR1C4",0.00936856935913466
"AKR1CL1",0.000967968795952979
"AKT1",3.38507164093086
"AL049935",0.157275393991037
"AL080192",0.000800690899519538
"AL109706",0.00208438544775905
"AL133111",0.0239581626542675
"AL137535",0.330104055617234
"AL137752",0.000458298906979933
"AL355711",0.00189622628323437
"AL357213",0.00149525819799662
"AL360260",0.636341924143674
"AL831889",0.219767278159357
"AL831948",0.00117339057412918
"AL832007",0.0250208648690175
"AL832184",0.00468335259590164
"AL832252",0.00764753652401415
"AL832262",0.000611507725362041
"AL832891;CYR61",0.412334694114291
"AL832909",0.00953623581844276
"ALAD",0.179165269155476
"ALDH18A1",0.328969757957477
"ALDH1L1",0.0132554384142325
"ALDH1L2",0.0191279625292707
"ALDH2",1.10818443147159
"ALDH3A1",36.2313873693187
"ALDH3A2",3.0562815707922
"ALDH5A1",0.19222211254957
"ALDH9A1",0.119400333348943
"ALG12",0.651990166998927
"ALG13",0.197441569570361
"ALG3",0.354495344142452
"ALG5",0.103796531393165
"ALG6",0.00542030700069872
"ALKBH1",0.0258444073166039
"ALKBH3;LOC729799",0.264996495441235
"ALKBH6",1.15404927512067
"ALKBH7",0.950494198780768
"ALKBH8",0.0142067855396083
"ALOX12P2",0.0536544462875285
"ALOX15",0.000628052138957608
"ALOX15B",0.00117824490234001
"ALOX5",0.00224427079497325
"ALPI",0.00177687753389521
"ALPK3",0.0102341352473311
"ALPL",0.00225776395846601
"ALPP",0.00077032308012832
"ALPPL2",0.000169563204676065
"ALS2",0.0273120162215489
"ALS2CL",0.0925702151974318
"ALS2CR11",0.00205400673053399
"ALS2CR12",0.00171074927616556
"ALS2CR8",0.0373527612188015
"ALX1",0.0252210203469457
"ALYREF",1.1885430964849
"AMBRA1",0.172112972110584
"AMD1",0.0452172736102144
"AMDHD1",0.0111779777666708
"AMH",0.735635640046892
"AMHR2",0.035520851123654
"AMIGO2",2.34728879381695
"AMIGO3",0.100233371875499
"AMMECR1",0.0187196064178997
"AMN",0.0323573989930148
"AMOTL1",0.30807028679671
"AMPD2",0.8587177218456
"AMPD3",0.0567418316445573
"AMT;NICN1",0.032259289987649
"AMZ1",8.28465422396658e-05
"ANAPC11",10.7657398692638
"ANAPC16",2.04995449293747
"ANAPC5",5.97437163365733
"ANG",0.0716532267680375
"ANGEL2",0.106455446009519
"ANGPTL4",0.80046843219335
"ANGPTL6",0.00125569130712303
"ANK1",0.132133071757505
"ANK2",0.0143930321756819
"ANK3",0.0126394943131851
"ANKAR",0.0247786049325496
"ANKDD1A",0.0536759329243164
"ANKHD1",0.436996435221973
"ANKHD1-EIF4EBP3",0.304805551722183
"ANKK1",0.000673265385595245
"ANKMY2",0.0463484742442638
"ANKRD12",0.0828967748625577
"ANKRD13A",0.0389899066154149
"ANKRD13C",0.00947288693862544
"ANKRD13D",0.882197501503203
"ANKRD16;AK129672",0.396279655705278
"ANKRD2",0.166527672422279
"ANKRD20A4",0.000864344246987229
"ANKRD23",0.104748926304502
"ANKRD24",0.00212661346717355
"ANKRD26",0.0700545301399547
"ANKRD29",0.125814194669715
"ANKRD31",0.00316355638790043
"ANKRD32",0.0978651569898865
"ANKRD33B",0.363212798832696
"ANKRD34A",0.00141447294584886
"ANKRD37",0.0168021847636327
"ANKRD40",1.43012943694257
"ANKRD42",0.0492240610233141
"ANKRD45",0.00182821260607589
"ANKRD49",0.00654138088189211
"ANKRD5",0.0541477524400821
"ANKRD52",0.125537400787295
"ANKRD6",0.0165518658948207
"ANKRD65",0.000141673370768633
"ANKRD9",0.67939193769939
"ANKS1B",0.00743669449428257
"ANKS3",0.867889304618871
"ANKUB1",0.000695203568118409
"ANKZF1",0.411662188401407
"ANO10",0.49574644285909
"ANO4",0.0010057768236014
"ANO6",0.657415457619197
"ANO7",0.0411128869156913
"ANO9",0.0213497816834033
"ANP32A",1.07855194828274
"ANP32AP1",0.025683152594827
"ANXA2P1",0.019875376498545
"ANXA2P3",0.557277856952094
"ANXA5",0.651952350119396
"ANXA6",0.76342549340696
"ANXA7",0.244409624477048
"AOC2",0.015189619115644
"AOX1",0.016176063101063
"AOX2P",0.00161289660367695
"AP1G1",0.10093549931819
"AP1M2",0.873747656514946
"AP1S1",0.683027770268077
"AP2A1",1.77246145002338
"AP2M1",5.17147239582852
"AP2S1",6.54218982473878
"AP3B1",0.592905859765019
"AP3B2;DQ601936",0.00134344350542383
"AP3M2",0.221604314030292
"AP3S2",1.90941247591728
"AP4B1",0.0843557163783999
"AP4S1",0.188509788666435
"APAF1",0.319971198774323
"APBA1",0.011091286618896
"APBA3",0.400226742180054
"APBB1",1.17148984899715
"APBB1IP",0.0832880720659448
"APBB3",0.0881225016888209
"APC",0.0570141649513609
"APEX1",2.18736261223187
"APEX2",0.839210301490072
"APH1A",1.04969697907329
"APH1B",0.22581970089867
"APLN",0.0287808577398331
"APLP1",0.989746946106006
"APLP2;DQ600312",2.97712324959599
"APOBEC3A",0.746369004981206
"APOBEC3B",0.000938963779269631
"APOBEC3C",1.2083688068989
"APOBEC3D",0.00988544081288522
"APOBEC3F",0.0744229339824328
"APOBEC3G",0.000949694203473843
"APOBR",0.00157843391705771
"APOF",0.000495584024214632
"APOM",0.0421438997093428
"APOO",0.106634969970739
"APP",0.601973265938023
"APPBP2",0.0666122128959317
"APPL1",0.246791914710655
"APRT",7.76143992307204
"AQP1",0.0112271769761804
"AQP10",0.00233542143004089
"AQP6",0.00125205029007402
"AQP8",0.00016378660210854
"ARAF",0.600303895740194
"ARAP2",0.00161354937815559
"AREG",0.00123385201458008
"ARF3",2.41772162063159
"ARF4",0.105326118350535
"ARF5",3.25517685103048
"ARF6",0.0330944241412791
"ARFGAP1",0.15852597643832
"ARFGAP3",0.264781297357644
"ARFGEF1",0.151229453854311
"ARFIP2",0.872724141405523
"ARFRP1",0.00312799395115951
"ARG2",0.00214120197242511
"ARGFX",0.00148664833320026
"ARHGAP1",1.1178233901712
"ARHGAP17;AF258560",0.293975998253944
"ARHGAP19",0.208085746350497
"ARHGAP28",0.00100207662262781
"ARHGAP31",0.0357417081192086
"ARHGAP32",0.203263195238072
"ARHGAP33",0.202141608849111
"ARHGAP35",3.50683447995081
"ARHGAP4",0.0139767899369621
"ARHGDIA",0.00510351036012538
"ARHGDIB",0.0263052321069545
"ARHGEF10",0.859174778075324
"ARHGEF10L",0.324984276663437
"ARHGEF17",0.256602857547043
"ARHGEF19",0.0835471214224184
"ARHGEF2",0.13063643279889
"ARHGEF25",0.0210958874889192
"ARHGEF3",0.029450719395293
"ARHGEF33",0.00110124300801911
"ARHGEF37",0.00646462984811599
"ARHGEF4",0.0520762965878335
"ARHGEF40",0.29723516324123
"ARHGEF6",0.000328670906455626
"ARHGEF9",0.288484814247661
"ARID2",0.069339080843799
"ARID3A",0.382379075678147
"ARID3B",0.123373244386312
"ARID4A",0.0589965398443292
"ARID5B",0.0151606238190046
"ARIH2",1.53461712191914
"ARL13B",0.0999532261620646
"ARL14",0.00951328266902546
"ARL15",0.000821908193019221
"ARL2",2.87438242379115
"ARL2BP",0.196435657519101
"ARL4A",0.0514530867144919
"ARL4C",8.5706946531207
"ARL9",0.000289933850432288
"ARMC7",0.362640953408398
"ARMC8",0.18801529550195
"ARMCX5",0.0155338651740615
"ARMS2",0.000726350023709075
"ARNT",0.111394243530022
"ARNT2",0.662107515203004
"ARPC4",3.07026045249301
"ARPC4-TTLL3",0.274307415394452
"ARPM1",0.00921157643693
"ARRB2",1.7746910979732
"ARRDC2",0.4957313339323
"ARRDC4",0.000495231914530288
"ARSA",0.410661782698108
"ARSB",0.095006217627052
"ARSI",0.226175722247265
"ARSJ",0.449185051757702
"ARSK",0.0894032670514681
"ARTN",0.0103375769200462
"ARV1",0.0778113303338443
"ARX",0.0479898220191098
"AS3MT",0.0546053692163566
"ASAH1",0.10315083483653
"ASAP1",0.758101568323935
"ASAP1-IT1",0.00591858988797172
"ASAP3",0.0527396774194284
"ASB1",0.475569867859089
"ASB14",0.000141673370768633
"ASB15",0.00262967080741183
"ASB8",0.124524795349187
"ASCC1",0.049166779211172
"ASCC2",0.639253304136374
"ASCL1",0.00025464279383684
"ASH2L",0.213963605480798
"ASL",0.495948899444363
"ASNA1",1.77578260143416
"ASNSD1",0.286742112994435
"ASPHD1",0.242734743051455
"ASPHD2",0.0161908763014605
"ASPM",0.609471742242774
"ASPRV1;PCBP1-AS1",0.0651213158358776
"ASPSCR1",1.57851411134004
"ASUN",0.0901733776223629
"ASXL1",0.681655347261412
"ASXL2",0.264894528037788
"ATAD2",0.592138928098299
"ATAT1",0.131267855002624
"ATCAY",0.000431310839432194
"ATF2",0.0452982845044628
"ATF3",0.0178655570445369
"ATF7IP;BC067269",0.149094809032135
"ATG13",1.04112751032362
"ATG14",0.109538527550479
"ATG2A",0.18617406738432
"ATG2B",0.0438330902829373
"ATG4B;AK027332",1.37401593756555
"ATG4D;MIR1238",0.226545161644499
"ATG9B",0.00399792693146561
"ATHL1",0.285976406991757
"ATL1",0.0166211968604934
"ATL3",0.0363382557705454
"ATM",0.131239728921002
"ATOH7",0.00348273243560148
"ATOH8",0.227766176178798
"ATP10D",0.0137261815627257
"ATP11B",0.0301280107315301
"ATP13A3",0.132941694783398
"ATP1A2",0.000112789326051294
"ATP1A4",0.000141673370768633
"ATP1B1",0.898484615379353
"ATP1B3",0.178982688974527
"ATP2A1",0.0403764544679235
"ATP2A3",0.0611879980342138
"ATP2B4;U42379",0.0429002240070436
"ATP2C1",0.119263483547264
"ATP2C2",0.000432666249951379
"ATP4A",0.000287820440570202
"ATP5C1",0.662321378815141
"ATP5E",5.38183211038038
"ATP5EP2",4.30245559971156
"ATP5G1",4.5641944143258
"ATP5G2",9.72452167654083
"ATP5G3",4.25859262449188
"ATP5H",2.9286213400447
"ATP5J",2.25770471330376
"ATP5L",2.63654056329329
"ATP6AP1",0.809632735027161
"ATP6V0A1",0.788686231808215
"ATP6V0A2",0.13096107044111
"ATP6V0A4",0.00283339084012432
"ATP6V0B",2.12176099658234
"ATP6V0D1",0.757369439620788
"ATP6V1A",0.240886551619994
"ATP6V1B1",0.112952599879792
"ATP6V1C1",0.065207883122315
"ATP6V1E1",0.826290413715442
"ATP6V1E2",0.140194456904375
"ATP6V1F",2.58925190716735
"ATP6V1G2",0.000556914280241159
"ATP6V1H",0.670394196871521
"ATP7A",0.0179302849067133
"ATP7B",0.0129474917085408
"ATP8B2",0.329619519594306
"ATP8B3",0.0717566466046222
"ATPAF2",0.528770916790296
"ATPBD4",0.0452004727410013
"ATPIF1",3.19131693812844
"ATR",0.0527259574640075
"ATRIP",0.434706438380183
"ATRN",0.366155341687594
"ATRX",0.348215204316378
"ATXN1L",0.00603462154760081
"ATXN2",0.95326727916371
"ATXN7L2",0.0621503682549726
"ATXN7L3B",0.935006017789648
"AUH",0.130593728223275
"AUP1",2.8167964694591
"AURKB",2.18356881314397
"AURKC",0.0136022534931324
"AVP",0.000278608037468546
"AVPR2",0.00016378660210854
"AX721193",0.006896270874896
"AX721280",0.0169553060057585
"AX746478",0.018594747171646
"AX746575",0.000835427171910822
"AX746599",0.00129290730539547
"AX746605",0.00964961215009644
"AX746671",0.000451095069368498
"AX746677",0.00787914533150628
"AX746683",0.00215833665616319
"AX746699",0.00209632338900962
"AX746719",0.0419947017219696
"AX746725",0.000611573477648365
"AX746734",0.00191363121370585
"AX746755",0.000132888378745168
"AX746780",0.00399186652440319
"AX746787",0.000773035177413821
"AX746823",0.0558548506975836
"AX746839",0.000444569417847462
"AX746887",0.0813562668397636
"AX746944;MTX3",0.0293588653732883
"AX746968",0.00213486082919016
"AX747003;SMUG1",0.448550198974614
"AX747064",0.00138440957795683
"AX747067",0.0955071127079229
"AX747081",0.0714568454195404
"AX747104",0.00112175499161343
"AX747119",0.00108460339657717
"AX747191",0.000849862605097545
"AX747193",0.0283181548659994
"AX747213",0.0108966589459209
"AX747227",0.14970728320729
"AX747238",0.0169365277738796
"AX747269",0.12628545249928
"AX747384",0.00581735969052507
"AX747393",0.0018686072756074
"AX747401",0.00872278992460541
"AX747408",0.000676271571456984
"AX747521",0.0664601965755345
"AX747530",0.000781453980214581
"AX747544",0.0400921718139093
"AX747547",0.000743283872746828
"AX747554;PLEKHA6",0.420389544622682
"AX747577",0.0447680693261826
"AX747594",0.000946824329737599
"AX747648",0.079773815180823
"AX747652",0.00455353551676079
"AX747658",0.0010758576867761
"AX747676",0.000611890775538516
"AX747706",0.0923731645038977
"AX747739",0.000141673370768633
"AX747742",0.00900708970839279
"AX747752",0.000222284708923731
"AX747754",0.0477414857570878
"AX747766",0.0121809544886019
"AX747775",0.00109631878463125
"AX747817;SMTN",0.130644870883783
"AX747826",0.094386770025022
"AX747828",0.0017735069117391
"AX747844",0.00204291938309332
"AX747864;C3orf32",0.00234951945102742
"AX747952",0.00135533794256072
"AX748020",0.000199708653034434
"AX748058",0.000101418093707986
"AX748119;PTK7",0.0373474740966003
"AX748120",0.00418651324942123
"AX748201",0.00834927176355155
"AX748204",0.0013984963385762
"AX748210",0.0139495826752306
"AX748233",0.0015868203724076
"AX748251",0.000898436525242003
"AX748273",0.000140153173683825
"AX748287",0.00818521542636743
"AX748312",0.00490631205217955
"AX748313",0.0129450663358861
"AX748330",0.0929052897935008
"AX748371",0.000895614375419294
"AX748388",0.0180315688213089
"AX748411",0.293794470227662
"AX748417",0.0140464795773786
"AX748420",0.00263238299379551
"AXIN1",0.989668083111579
"AXL",7.32352926886255
"AY927475",0.000426727450438753
"AY927499",0.00153371588195495
"AY940074",0.121668954919008
"AZGP1P1",0.000203803540642227
"AZI1",0.327285805762016
"AZU1",0.0131484207540693
"B3GALT6",0.911827584142211
"B3GAT3",0.516738932011101
"B3GNT3",0.100362724229793
"B3GNT4",0.0215322580157673
"B3GNT5",0.00725288463740172
"B3GNT6",0.000352806051752767
"B3GNT9",0.245855106333737
"B3GNTL1",0.483736816706876
"B4GALNT1",0.0779465421368111
"B4GALT2",2.08650510380781
"B4GALT6",0.0149198712468963
"B7H6",0.0300620959570132
"B9D1",1.02500696264883
"BACE2",0.656428409626981
