1	2	3	4	5	6	7	8	9	10	11	12	13	14
ATP1B1	0.661888819140711	0.825745114032616	0.673912666868425	0.833963429066896	0.867822474226545	1.35154767788987	1.52750460036534	1.59044061642409	0.885960466160722	1.40468982086264	1.0356241878765	0.964375812123499	1.64630109089906	1.62902279656709
ATP2B1	0.957021534601243	1.12096699667087	0.89382988984056	1.23976516817159	0.978248373796074	0.967664968135263	1.21517119643345	1.14655909593586	0.914544553680736	1.21871860718588	0.887637284570402	0.96166476446222	1.02175162620393	1.28290017583479
AURKA	4.06893338185012	1.68615703616901	2.16812213904053	4.27183768913428	3.50246315641945	1.34556146761868	0.999194577564978	0.81962360282666	0.789847501214821	0.430871945766762	0.732596564394983	1.00080542243502	0.456256455708614	0.873739929007988
AURKB	1.39474952652303	0.949922323668238	1.30200683385327	1.71391340433249	1.69787363636477	1.84500998611488	1.05007767633176	1.24221766308496	0.727369492191725	0.678267106252981	0.765884689768245	0.743008529604436	0.446697190552932	0.750820345599458
AX747516;UBR4	0.786456351890123	0.983087930599239	0.995299252159677	1.34295444124163	1.2663386414465	1.05951353085486	1.01857573673127	0.928382460064149	0.623404747114765	1.01429871030567	0.969145626148049	1.00470074784032	1.16981436528172	0.546985117083248
AX747817;SMTN	1.21271981921095	1.21029260232141	0.86487644941852	1.36769083266972	1.31523937832665	0.989017312512739	0.829501456317759	0.685226719558992	0.811062649415551	0.817442092390163	0.956474125914226	1.41702027250276	1.28348197914691	1.01098268748726
B3GALNT1	1.0428161908673	0.996080219120851	0.733450571552129	0.963259402991961	1.00263456312245	0.997365436877545	1.18735929813724	1.33460353455504	0.821274394681676	1.07057906818929	0.920795106367887	0.952925628867007	1.12228195399488	1.02516818656885
B9D2	1.00677229977555	0.895033794279884	1.25074770207565	1.17167117603528	0.880574561744855	0.863918129574857	1.02269792740382	0.954856966172444	1.03996106223302	0.874921251373045	0.993227700224446	1.07250784575219	1.10812618226655	0.82395975479703
BC028022	0.878105109002749	0.888609765082026	1.13393294618908	0.873644727619952	0.874254312462993	1.01949469935442	1.19774925368313	1.01390110741069	1.14147689294654	1.23077743550838	0.986098892589315	0.899531318979789	1.17273757408915	0.818045853493522
BC043188	0.956915854278467	0.918947181348831	1.04308414572153	0.917594156044947	1.14881855305218	1.20737841103538	1.30537326297889	1.53727544575772	0.885252849402042	1.22892002953707	0.783156382856832	0.939910782887446	1.22163341450675	0.931083338803606
BC069212	1.65914459090574	1.36958048340626	1.20330262013713	1.5249673666217	1.22714598034944	0.695033320994616	0.79357515336216	0.712026231625223	0.998573947487548	0.677516535386482	1.00142605251245	1.08274351506431	0.644554669336879	0.849890387316347
BCAS4	1.15449044521242	0.981570183971179	1.15619219077994	0.990672754975647	0.844879649353942	0.803368814264524	0.845577218972491	0.869138565427043	0.864529465410735	1.09373833920365	1.00932724502435	1.10243937754112	1.1317926403866	1.55392189486044
BDP1	0.755800045156677	0.791119055104036	0.670622509096788	1.25677345848692	1.08891535083226	1.00031398924398	0.994406644037995	1.08538349740734	0.960367167222182	1.08675837431249	1.54450669593514	0.824486616377392	1.11615299857172	0.999686010756022
BIRC5	1.11948308669994	1.17271664599233	1.15314997963325	1.06782966781361	0.952295447800149	0.955030169139213	0.95014373154074	0.921874432064902	0.976421584324204	0.66407115544006	1.0235784156758	1.41299673419831	0.725672941585142	1.16406347816007
BLM	0.897865568214293	1.21388494268062	1.02351557713798	0.89465069924304	0.955020888805532	1.26458371333414	1.67618262518452	1.90245443478405	1.16830782460848	1.74831938842604	0.877067870224461	0.743850300577112	0.772363317772233	0.976484422862016
BLOC1S2	0.90889458176274	0.965747933711486	0.963737698406765	0.80087066240783	0.872663584199485	1.22795266208713	1.30675354033363	1.08998803483283	0.961678642687885	0.919101644358045	1.16539966705711	1.03425206628851	1.80293056678574	1.11025251922904
BORA	1.68444702163167	0.98134280908879	0.912732166307651	2.22523062850489	1.48920279966599	1.15872242210322	1.08316052833899	0.935261736945839	1.01410025988802	0.934917778494072	0.996559244836088	0.726760670981842	0.726760670981842	1.00344075516391
BRD8	1.6959842602294	0.947891122902735	1.05210887709726	2.30935989378736	1.27076567454049	1.06702280287189	1.0537299939854	0.811129914180297	0.776268434515418	0.920696725361371	0.772364050767241	0.76327534352253	1.3362179974696	0.613682592366477
BRI3BP	1.0413097343196	1.00534615510361	0.698469969542042	0.73871531862398	0.792863741444004	1.21700686554711	1.00265761509952	1.08656205121172	0.997342384900484	1.01951973064537	1.14480240314982	0.934146411494396	0.888336042486429	0.736705910477043
BUB1	1.50778160425787	1.42133027471118	1.19631425025359	1.27114754452835	1.19905478057379	0.758711735104656	0.504418426025365	0.588628551289048	0.803685749746411	0.593279905027593	0.489776984667666	1.25578068830209	0.551482066377148	1.4690755000696
BUB1B	1.69705387342272	1.67894057253702	1.65038937316097	1.8976186029814	1.26295724369739	1.37262866918897	0.781740005194082	1.06831355249686	0.931686447503144	0.669940459824843	0.589112736398278	0.848340146583538	0.489631165061756	0.80868423689591
BUB3	1.35682729323156	0.941097575670327	0.947214668736227	1.48449100122836	1.31853484800687	1.05983472671089	1.05532398176763	0.973900098263998	0.824987897817901	0.973497067563148	1.026099901736	0.785213585477034	0.804730037448567	1.0380160712184
C11orf61	0.994568382676831	1.06160782445688	0.951657030725845	1.25679041334283	1.13070777227205	0.96022383161926	0.93698725865258	1.02969509944235	1.14391078984559	0.988790814621882	0.869384498011221	1.00543161732317	1.27255921169197	0.947918617734
C11orf82	0.973155434350858	0.784244068473561	0.897165575801818	1.29363455794986	1.02684456564914	1.06393274053101	1.3002725713685	1.85477874754997	0.943679390528211	1.25756135139366	1.1199528896796	0.702277814834599	0.557970184456248	0.899375968357715
C11orf91	0.987175274649649	1.11931816095443	0.934367815755057	1.02952620453511	1.06064168051512	0.869142148352905	1.1099281364684	1.20294405892131	1.0007663601162	1.14086825411396	0.999233639883802	0.911512994090742	0.981652306023084	0.985517377186024
C13orf27	0.839685110520872	0.903249520060257	1.25588382824634	0.941586583762138	1.22317288188085	1.05841341623786	1.46612876491434	1.21132284191942	0.856243781499931	1.28514007498702	1.25694622739662	0.781160995850837	0.732947394654605	0.840740500370455
C15orf23	2.46255829994787	2.04737014913143	1.93095703366024	2.59642680935571	2.01209461825061	0.929392575085257	0.817155563001805	0.784576142378937	0.823281334568577	0.832214236820752	0.742198520678283	1.3111036026572	0.665503249672821	1.07060742491474
C19orf29	1.05219165492298	1.21975753649639	0.980441235266862	1.05390316495921	1.05731220017914	0.879023282186328	0.736912444436127	0.735855371241842	1.07093308518418	0.855082864824494	0.903354511141194	1.01955876473314	1.32425729764022	0.935389372819106
C1orf201	0.790708736888519	0.994665394114177	1.21645132320783	1.13860778338722	1.04897630175897	0.918026051467318	1.00533460588582	1.0943774421852	0.832657738550659	0.99434330590021	0.811904949582394	0.810002431064258	1.10243486178438	1.39255959409737
C2orf67	0.984648111566563	1.006974042818	0.967319327677363	1.00549140987898	1.09804637959772	0.983996570177273	0.909292216808616	0.994508590121021	1.03605948996374	1.07226408562877	1.03447271666128	0.858175709126753	0.963345764994126	1.11625734279924
C4orf46	1.25350730320546	0.792483552309319	0.981076026349869	1.31553137178005	1.42116381439817	1.06532725113879	1.0149483304671	1.33064261402236	0.907130026074012	1.09912489703265	0.985051669532899	0.741305566504258	0.666554052955509	0.95697513172914
C9orf140	1.13612978118161	1.30972935370687	1.12776423501808	1.15602669214581	1.00807128971222	0.568971541173297	0.627162431245496	0.626364662610721	0.961888310630091	0.545509357455211	0.99192871028778	1.05254699463243	0.401922775983369	1.11203166671777
CACNA1A	1.23480718777407	1.37031496405144	1.01247688881724	1.90892262920252	0.881395567292043	0.987523111182763	0.976584137772982	0.826683661645332	1.20312077459339	1.04663808900771	0.914604028163671	1.01728547959449	0.956190879772251	0.920919615619501
CALD1	0.581865128031857	1.14472681194419	1.06475149543785	0.902389830722624	0.889673147791776	1.083782988432	0.927760551952287	1.1828781230287	0.901731014366678	1.14659002935151	1.19545311224181	0.935248504562151	1.86584544147577	0.91589021974793
CALM2	0.998721011576247	0.962463789166872	1.10364201246802	0.857657792114952	1.00127898842375	0.904978331033559	0.750091801166157	0.845993015756711	1.07112236504729	1.03066678933844	0.995543965789851	1.03987859490485	1.25191779645392	1.07765867517872
CARD8	1.11871295323351	1.34998767198833	0.817093569980798	1.30908401139878	1.21590844446894	0.824449032820153	1.03030820454641	0.983314001126296	0.744000360456783	1.06337126149745	0.808302220465601	0.802542193476447	1.0166859988737	0.813883765272857
CASC5	0.981914698925798	1.39813864859718	1.49806325114465	2.04210978714555	1.0180853010742	1.26199258211857	0.782735231549989	0.808146147432744	1.24681169659825	0.662730468050524	0.660651749505283	0.923829193046822	0.714681287196658	1.19063749462818
CASK	0.988231906387017	1.0303164156218	1.01176809361298	1.15364947510174	0.700614116366723	0.883075021627861	0.859848463194974	0.774541044346161	0.947364494909514	1.29059158637604	1.06258151679895	0.817285296219943	1.22026584949613	1.18026928865504
CBX1	1.03583633092418	0.967624858379894	1.22064027011619	0.787275413211029	0.957358182203016	0.70678669664461	0.793336873299936	0.719771427302416	1.39240602940464	1.03237514162011	1.25641021814137	1.10037954640837	0.966881695044764	1.31961888108982
CCDC150	1.07485682018018	0.96566365785467	0.849218314065233	1.26248980395289	0.966574996695093	1.01587180895	1.08456729085914	0.984128191050003	0.959926968287349	0.901742039832864	1.02367518335318	1.24365853694309	0.849218314065233	1.43589631812333
CCDC18	1.00969676601375	0.990303233986251	1.06723797023725	1.76824410365306	1.02018767591391	1.0497255303894	0.72232509137472	0.93168479571061	0.834026942582147	0.86025309789412	1.0153178440547	0.782820225412045	0.917311601704935	1.0239652748397
CCDC88A	0.885868203302974	1.11419052580228	1.18068972221746	1.10609856227465	0.886828481548659	0.629225065949319	0.657181184892762	0.710107772783165	1.07497374647667	0.714395530832042	0.925026253523328	1.0778635105849	1.16178343737203	1.11033326084149
CCDC99	1.4799684766867	1.32786052397753	0.589905004709549	1.75443110455303	1.42103731492999	1.19928438076035	1.04052599167683	1.01213897348111	0.987861026518891	0.641607544103896	0.920526190019661	0.933746163121821	0.524187070817859	0.823941068111085
CCNA2	1.10817592043608	1.36070364689663	1.22150452824678	1.66114675092413	1.46140676360719	1.02716638388437	1.2871700333324	0.758144629439581	0.748516104906275	0.61818372241654	0.772359226565949	0.90055573491714	0.506715258120128	0.972833616115626
CCNB1	1.74804810481157	1.34427256128768	1.65219336364358	1.4758567044076	1.1160902982309	0.40856866323945	0.289568337489145	0.255880066425325	0.883909701769097	0.345897505208572	0.699791868251988	1.42145615602044	0.320864893499516	1.15719828408941
CCNB2	1.66903710855565	1.381259182669	1.34585492295818	1.31341275141325	1.06674201471245	0.680526238669854	0.552263897955004	0.624638985581207	0.933257985287549	0.65911308147751	0.731470619410766	1.57012389160109	0.487085435979416	1.23829644668939
CCNE2	0.793489622625856	0.751224685291005	1.15783304752873	0.691570431692877	0.691570431692877	0.81300955790754	1.59098375591019	1.51621008806454	0.964996844921645	1.11147528564459	1.44503630983905	1.08469742641572	1.03500315507835	0.822198121158859
CCNF	1.25090078822448	1.04481283370196	0.761620753708321	2.97547063410553	2.93821544014709	1.83976017941657	1.1626857683157	1.39603598326816	0.942832617918676	0.955187166298037	0.814494105112151	0.810929803697484	0.80016322971125	0.803313721800788
CCNG2	1.16730888109785	1.03712551545406	0.962874484545941	1.4586170739505	1.32264838372972	1.08606920233155	0.736015920226365	0.694640262605243	0.785197292956353	0.694640262605243	0.909790976337421	1.23601672237326	1.21658293299358	0.959092005810091
CDAN1	1.09547292570988	0.802071610796799	0.770485969165431	1.08226175269116	1.02362075743331	0.976623267797939	1.01876143126701	1.01552481017746	1.13891813649576	0.984475189822538	1.08295888711242	0.820368973251841	0.851815078230928	0.943781381592686
CDC20	2.11229710676029	2.33150099005754	1.20239764025049	1.78414788941044	1.63770949517865	0.797602359749507	0.473147223411189	0.533979384223423	1.41839729809584	0.527185189175669	0.785601120614935	1.44663557092534	0.437797016368325	0.785617695985677
CDC25B	1.3637292441234	1.34249203305093	1.34218752858807	2.09015534207222	2.14640743289379	1.08385616486138	0.947175173067985	0.76798553602514	1.0307862440163	0.823733164176223	0.833328834968311	0.969213755983701	0.852490647042537	0.730359478959908
CDC25C	1.53558076945549	1.55752840276677	1.15621982590392	1.70966354404303	1.65723179079065	0.958273398962949	1.20611650377811	0.854826656244025	1.04172660103705	0.791782508627098	0.780200802001979	0.908785608325843	0.647237346848791	0.893642650220494
CDC27	1.02525093259879	1.29298639217724	1.01774622785754	1.11246937508487	0.930440112774349	0.90328423612765	0.927118434933965	0.913532566324724	1.17371870010947	0.846255985272883	0.982253772142456	1.22315354920212	1.38376817937032	0.961321428258751
CDC45	0.833191341599314	0.943209526002121	0.713010749321803	0.856388157656762	1.22152750772861	1.46298563139624	1.41332099092805	1.65684159099681	1.09654347902445	1.29249406917506	1.05679047399788	0.76727441356152	0.71355306513491	0.616897892964629
CDC6	0.998106317416388	0.935261822318422	0.902655021539023	0.561220038394013	0.7083513313629	0.967066852344529	2.34242323872011	2.66841177518775	1.81795795514454	2.89865029203217	3.23339199402157	1.08752949295267	0.841780539856146	1.00189368258361
CDCA2	1.17836264239905	0.881377650277224	1.34544539586804	2.40169481189245	1.92124489959444	1.43522751532959	1.11862234972278	1.35356624329768	0.531661957704738	0.710472961828731	0.734065441898518	0.715966287416072	0.48925795301236	0.759429331924464
CDCA3;AK097957	1.27551114757172	1.35827426697327	1.20761342460212	1.12955872467005	1.08908871392309	0.568340061059789	0.674142073681553	0.479218237426864	1.04804182854598	0.62135630752015	0.792522878546556	1.25213976844073	0.580001061427977	0.951958171454021
CDCA4	0.874671866255086	0.759542852619146	0.840338189305829	0.915194851109333	1.38843445829835	1.24349331838088	1.31045638896786	1.59360552809125	0.740250487149543	1.27367014603015	1.25470632768411	0.519124575918193	0.672856304593345	1.08480514889067
CDCA5	0.961329977520082	0.811324955495082	0.550902015330921	1.22569584089128	1.26117970167597	1.3787803057606	2.015158512612	2.08229674965098	0.830097464191917	1.14111909363945	1.03867002247992	0.466880154070582	0.520175480331949	0.743629333175865
CDCA7L	0.658171946426173	0.915899392505693	0.755613621613185	0.572780614111347	0.742580915295617	1.00615787788299	1.55270881864352	1.44025463480625	1.37908808427855	1.79943868632791	1.17525511600783	0.993842122117009	1.0162043022972	0.789174610386186
CDCA8	2.38768592389051	1.17970066653629	0.901678895540692	3.22530013648661	2.84106246099316	1.54405759561559	1.09832110445931	1.13095088575413	0.412418997143121	0.598142264442595	0.473402732553716	0.451065141263764	0.319204547566166	0.372165336675727
CDK1	0.73996729986164	0.952914472578227	0.596222277560816	3.12400034775551	5.92984556220422	4.4072321767961	2.42629726120502	3.32892677445872	0.61637377630487	1.21447660764416	0.92271713873899	0.656012798001672	0.51490484904442	1.04708552742177
CDKN1A	0.598471803520907	0.912410414495435	0.767360888733529	1.04098193161073	1.41014363470966	3.77583160456698	3.06927351980833	1.45440093809459	0.692198299035582	0.924715825940356	0.930490674817214	0.95901806838927	3.89111928397894	1.30412086781007
CDKN2C	0.971516344456888	0.77751670402541	1.24464933610941	1.11255244798199	1.17431063970079	1.1537979721458	1.28522737768312	1.14921520455132	0.806848504227138	0.811918978262468	0.980012065136409	0.49357076944449	0.525726706231978	1.01998793486359
CDKN2D	1.04314944971453	0.968914727885479	0.877360688933166	1.64308668010361	1.84273430682607	1.43900131547416	1.03108527211452	1.21943281433735	0.883197685156483	0.911595419692076	0.828991577402727	0.797142877019214	1.06795950895111	0.752503473113922
CDKN3	1.39225714301196	1.45200027189947	1.59269906717611	0.915723565657619	0.846903713745545	0.623351965417701	0.855403675962758	0.816049479321779	1.39188549788826	0.940524923116033	1.05947507688397	1.29184740842008	0.766760973110664	1.5223609752079
CDT1	0.691901675050218	0.91958254860087	1.15770594626474	0.490486557775714	0.562314443508237	0.984165776325348	1.2743878525794	1.535513294841	2.221136698363	2.5557983272275	1.61402130044625	1.01583422367465	0.463154520873864	0.683252847323606
CENPA	2.74035608229698	1.25698151007849	1.32795491849964	3.54893807019796	2.91229370425607	1.67655303368956	0.942533776592442	1.01601009476961	0.71313228591078	0.621093528699297	0.60566778666302	0.947267333702433	0.781853202360031	0.983989905230395
CENPC1	1.15645183150069	0.965319467899313	0.983005350125568	1.4375485916642	1.35536013919245	0.947854538297677	0.964352076135398	1.35084310165123	0.868585929851505	1.01699464987443	1.09029141806686	0.866701274458154	1.18693377131773	0.950171565261805
CENPE	2.70243540710714	3.02201684823739	2.21261283742396	3.71455252249638	2.43124409529149	1.34815220608315	0.676362959775408	0.779161532318999	1.00332487917835	0.505701818975618	0.441354896071153	0.996675120821645	0.48040128956444	0.768664438498934
CENPF	1.34435801406551	1.58796933573596	1.52166985113484	2.43221300366901	1.38288360099306	0.836092780683929	0.773369901208272	0.41459989399994	1.1321416253112	0.529810487547173	0.502261688540809	1.10338057025401	0.37700986819242	0.896619429745993
CENPK	1.00627349572229	1.17800523567239	0.739839801729375	0.955925850003658	1.32292129812106	1.71159655728037	1.11740511332397	1.18431222691149	1.03124443826198	0.993726504277711	0.853747264348188	0.919927848353403	0.678920920623421	0.952244881387379
CENPP	0.943173217915915	0.773486269700146	1.39017280016015	0.888463663189384	1.16526299172761	1.30940070396058	1.06965870550287	1.15251630867709	0.881230710074001	1.26561115756183	0.86598795572214	1.05682678208409	0.905364244805124	0.87196783608746
CENPQ	0.862866543398804	0.531471609010869	1.03451467988627	0.852043539295109	0.709811487212724	1.26573372435541	1.52787152280816	1.6812803614476	1.11989710056255	1.5231478461892	1.3104236659276	0.965485320113726	0.626708934064719	0.728588185030132
CEP135	1.00853391567703	1.17273911314305	0.872307631216735	1.42161509877617	1.42163211779652	1.16712016996361	0.944686248768719	1.21240963166017	0.629303207994644	1.45764405763306	0.890524238398233	0.856772963908373	0.908885453278005	0.991466084322973
CEP192	0.999465696925868	0.763853679528971	1.71901136418152	1.24383057426803	0.817306855421336	0.98372861049123	1.18331064279641	0.903546889166543	1.03056089017639	0.936359856753911	0.955699335741622	1.00053430307413	1.0520847365128	1.04715803546379
CEP44	0.97004461666046	0.912418895259698	1.19450756721271	1.07079887189587	0.925521087130764	1.03346989883199	1.07806081221002	0.838251178267078	0.817637295156328	0.976406191225935	1.02359380877407	0.94153469812996	1.06360638053587	1.28270924913562
CEP55	1.43215440477144	1.63743502872423	1.53496991893787	1.27660861840217	1.12490751137371	0.796926488298979	0.699567148918717	0.570428771994662	1.03942143744783	0.572970383904708	0.820978838086944	0.960578562552168	0.38382756859588	1.17021739787034
CHAF1A	0.656260237771465	0.756945999131534	1.04457994530464	0.711240617600606	0.65319564507578	0.95542005469536	1.61797908911482	1.69787139163191	1.50415944679672	1.64100018957941	1.59724841085207	1.2311478953049	0.801801440733821	0.694180806550113
CHCHD3	0.804737790542811	0.692568537201205	1.0227727550384	0.670989271954973	0.804328130493763	0.861857269757882	1.08744007221172	1.03604500035663	0.977227244961601	1.2143820737538	1.20170841695447	0.94839777922837	1.10290448079305	1.14549704520934
CHMP2B	0.578670952467299	0.968949220460842	1.02106288130355	0.531703915514464	0.71241726927958	0.826966030472336	1.05171812990755	0.978937118696455	1.04593627804624	1.21358006260888	1.08069852348627	0.881764479588041	1.1516377855689	1.09625204714597
CIT;MIR1178	1.36722613439536	0.990072323882037	0.902000695498602	1.47896934288728	1.07652557461076	1.00683959147121	0.920059068886383	0.851175108231312	0.99316040852879	0.892234979721951	1.15654406697324	1.36793696183461	0.900238492288641	1.10956216339274
CKAP2	2.67036358404941	2.67310163697426	1.99654277438375	2.9152042299053	1.81033465160296	1.27605804974353	1.00141862899393	0.709854941790308	0.531844615224332	0.441293184022822	0.704474258373234	0.998581371006066	0.500732494117483	0.679960379883318
CKAP2L	1.1205955323675	1.09485652237302	0.905143477626982	2.33081977628399	2.56636059851603	1.71677199080209	1.2607442639072	1.37902767699639	0.581049080861429	0.6988621895695	0.712386096068321	0.794423645723952	0.434575894798588	0.589651118599217
CKAP5	1.25304502468614	1.55804812011305	1.29145259408694	1.42343073748216	1.06066142153486	0.93933857846514	0.602427074536587	0.819053730312644	0.627763480720538	0.709262249354162	0.813725037858845	1.0848172942993	0.744192488107266	1.11307679457977
CKS1B	0.956127294466447	1.15491768595639	1.38277321131796	1.00592207261884	1.09390332586943	0.848454187510665	0.900137432137479	0.81551383934676	1.00143566976117	0.998564330238833	0.971540470542917	1.16770579615487	0.590213182888316	1.2959022390709
CKS2	3.58495558277942	2.20128443279036	2.4942738256291	3.11294594073268	3.11662181210307	1.71806043668163	0.932056228051329	0.986217415683872	0.559083146025403	0.495735892550847	0.807752584736926	1.01378258431613	0.710035343574964	0.788692876779342
CLSPN	0.841747982936605	0.933509960831783	0.746277285519907	0.763852359786679	0.917006551042425	1.25364836224729	2.01216738261508	1.77221181522003	1.36829096315456	1.84278353574209	1.06863577776144	0.808125187250952	0.587677591093903	1.06649003916822
CNTRL	1.388648986148	1.40590069588226	0.989383103819256	2.10584835583743	1.0045974607149	1.00763084945156	1.00128368402155	0.739874922816774	0.913299316508447	0.924795489869051	0.998716315978449	1.01971313284727	0.877612660805513	0.958632344661378
COPS3	0.799233656997313	0.944407977209752	0.930751391304229	0.744547270873832	0.700166485258517	1.28768130322754	1.18437471753265	1.18472142706958	0.844596322426334	1.39458878648761	1.09882403612235	1.05559202279025	1.19562320420345	0.835690573024541
CREB3L2	1.14975234254082	1.01963877628858	0.980361223711425	0.756813674610753	0.923568763404765	0.765265234659559	0.708286673017896	0.828672102354726	1.32597638831694	1.02336570118828	1.02236515861967	1.05180550350341	0.973245805208393	1.10760921789031
CREB5	0.87744151187693	0.887938229430955	1.02659999933531	0.845111688022597	0.873593625441545	1.19983924986777	1.19684409671041	1.01313488722378	0.986865112776219	1.07304205381934	0.817427644042739	1.06400531878712	0.968016564403728	1.12862493139863
CSE1L	0.880511091004265	0.995017937225438	0.965820940706668	0.856519701109935	1.15497993916575	1.14079972221795	1.00143461461993	1.03382057172225	1.30806836729292	1.19600185216247	1.08024596852481	0.931421912632855	0.905953343428227	0.998565385380074
CTGF	0.401128866682103	0.563858424903788	0.539745551250301	0.49193821580852	1.29730873469985	1.25909950903217	0.740900490967834	2.87225975290353	0.706853968924928	1.78525368843711	1.92707392253182	1.50708857988694	2.00640372401562	0.342561825492164
