clone	day	color	metacell	x_proj	y_proj
WZM0086369	4B10	d_62	#619CFF	17	155.965089334733	535.313235594754
WZM0086370	4B10	d_62	#619CFF	11	273.001588707872	456.599114037885
WZM0086371	4B10	d_62	#619CFF	10	419.371114159106	385.331420587888
WZM0086372	4B10	d_62	#619CFF	43	377.923560970634	827.025049917363
WZM0086373	4B10	d_62	#619CFF	11	321.187480069016	470.586829949373
WZM0086374	4B10	d_62	#619CFF	8	377.24402484867	465.30168333247
WZM0086376	4B10	d_62	#619CFF	10	422.497608112947	418.392009956277
WZM0086377	4B10	d_62	#619CFF	11	249.512450121986	507.858157891267
WZM0086378	4B10	d_62	#619CFF	21	161.460319363486	344.862041281502
WZM0086379	4B10	d_62	#619CFF	32	653.766644759092	582.281898908823
WZM0086380	4B10	d_62	#619CFF	18	139.076151000826	514.077316383378
WZM0086381	4B10	d_62	#619CFF	20	98.4499445881841	366.596290754934
WZM0086382	4B10	d_62	#619CFF	20	81.1737055696282	359.311269378518
WZM0086383	4B10	d_62	#619CFF	21	145.908559367472	338.450814372078
WZM0086384	4B10	d_62	#619CFF	15	134.195035567016	417.616140954508
WZM0087001	4E1	d_62	#F564E3	41	399.771769426556	806.722608858369
WZM0087002	4E1	d_62	#F564E3	36	608.645182023893	675.865651062456
WZM0087003	4E1	d_62	#F564E3	32	604.321349562719	631.934931882589
WZM0087004	4E1	d_62	#F564E3	34	607.798401050086	674.156120396909
WZM0087005	4E1	d_62	#F564E3	24	503.488898291236	690.453821422292
WZM0087006	4E1	d_62	#F564E3	34	654.944508069521	673.371635012738
WZM0087007	4E1	d_62	#F564E3	47	856.744583913989	558.202937609435
WZM0087008	4E1	d_62	#F564E3	34	598.48482174153	691.880450217563
WZM0087009	4E1	d_62	#F564E3	35	578.664816727923	646.811855854104
WZM0087011	4E1	d_62	#F564E3	34	625.93186449457	695.775000243607
WZM0087012	4E1	d_62	#F564E3	34	586.7616157548	693.147582855567
WZM0087013	4E1	d_62	#F564E3	34	645.372840839968	680.238397805838
WZM0087014	4E1	d_62	#F564E3	36	542.044516944373	679.601107763842
WZM0087015	4E1	d_62	#F564E3	32	580.472867509722	669.967581470445
WZM0087016	4E1	d_62	#F564E3	34	600.579384966643	670.428832266843
WZM0087017	4E1	d_62	#F564E3	35	563.95462235524	659.773963783983
WZM0087018	4E1	d_62	#F564E3	34	625.681934141218	682.496324130057
WZM0087019	4E1	d_62	#F564E3	34	606.296841139362	685.23425720206
WZM0087020	4E1	d_62	#F564E3	34	618.864314439107	672.292633160184
WZM0087021	4E1	d_62	#F564E3	36	566.503966384554	667.970737614523
WZM0087022	4E1	d_62	#F564E3	35	599.706938897513	673.831293586961
WZM0087023	4E1	d_62	#F564E3	34	657.524693246361	634.685355813707
WZM0087024	4E1	d_62	#F564E3	35	610.245814706698	613.284971298992
WZM0087025	4E1	d_62	#F564E3	49	805.229082876935	640.628815951043
WZM0087026	4E1	d_62	#F564E3	34	644.41508720435	672.076506864243
WZM0087027	4E1	d_62	#F564E3	34	621.636685101719	636.569701243344
WZM0087028	4E1	d_62	#F564E3	34	629.082693903074	669.760787806933
WZM0087029	4E1	d_62	#F564E3	34	608.240230039837	671.481680229215
WZM0087030	4E1	d_62	#F564E3	34	663.005930890181	678.509912247318
WZM0087031	4E1	d_62	#F564E3	25	526.665877735229	683.500408105005
WZM0087032	4E1	d_62	#F564E3	49	762.024324703671	674.201185191778
WZM0087033	4E1	d_62	#F564E3	34	646.948332874611	679.688986186181
WZM0087034	4E1	d_62	#F564E3	36	605.820085317133	652.338224092945
WZM0087035	4E1	d_62	#F564E3	34	613.430793421367	695.629335436155
WZM0087036	4E1	d_62	#F564E3	36	609.222174820369	650.752225914165
WZM0087037	4E1	d_62	#F564E3	34	592.128882336409	695.316159777372
WZM0087038	4E1	d_62	#F564E3	36	605.367584176482	666.795788496782
WZM0087039	4E1	d_62	#F564E3	34	587.112452999972	690.841872869249
WZM0087040	4E1	d_62	#F564E3	34	677.744907020113	680.480910703674
WZM0087041	4E1	d_62	#F564E3	34	597.739964899342	695.013721994798
WZM0087042	4E1	d_62	#F564E3	34	621.283071630236	655.094557236529
WZM0087043	4E1	d_62	#F564E3	34	650.971757440109	713.470553419973
WZM0087044	4E1	d_62	#F564E3	34	566.051042791	631.664812322025
WZM0087045	4E1	d_62	#F564E3	32	606.541096760034	615.853757438522
WZM0087046	4E1	d_62	#F564E3	35	590.457682079956	656.32937418388
WZM0087047	4E1	d_62	#F564E3	28	431.123486196541	685.768965670424
WZM0087048	4E1	d_62	#F564E3	34	620.639500264185	668.640986076273
WZM0087049	4E1	d_62	#F564E3	34	669.031526899247	684.454155786829
WZM0087050	4E1	d_62	#F564E3	34	664.889280413815	675.000209983235
WZM0087051	4E1	d_62	#F564E3	34	603.768265543426	652.253862262168
WZM0087052	4E1	d_62	#F564E3	34	631.142072106336	671.729655854317
WZM0087053	4E1	d_62	#F564E3	34	647.635743780916	677.886466940887
WZM0087054	4E1	d_62	#F564E3	33	543.016472130417	543.92426891744
WZM0087055	4E1	d_62	#F564E3	42	324.520840611793	837.663409870339
WZM0087056	4E1	d_62	#F564E3	33	521.575422371645	491.311358365893
WZM0087057	4E1	d_62	#F564E3	26	293.464436097587	720.148309534359
WZM0087058	4E1	d_62	#F564E3	34	624.166640804008	670.239828117671
WZM0087059	4E1	d_62	#F564E3	34	635.624016075535	667.412066736802
WZM0087060	4E1	d_62	#F564E3	36	606.66349380142	663.378227439332
WZM0087061	4E1	d_62	#F564E3	35	575.159338732309	588.412516348305
WZM0087062	4E1	d_62	#F564E3	35	591.386854463764	651.208495799704
WZM0087063	4E1	d_62	#F564E3	32	637.577844730586	636.343032681968
WZM0087064	4E1	d_62	#F564E3	35	569.450945617846	611.839545797876
WZM0087065	4E1	d_62	#F564E3	25	471.915475634103	735.366954788431
WZM0087066	4E1	d_62	#F564E3	41	366.044355585774	754.677298479489
WZM0087067	4E1	d_62	#F564E3	34	633.233478569127	681.549061772206
WZM0087068	4E1	d_62	#F564E3	34	647.394817079666	648.939190903084
WZM0087069	4E1	d_62	#F564E3	34	636.910903243828	690.939606993486
WZM0087070	4E1	d_62	#F564E3	10	366.509981148855	430.700118738454
WZM0087071	4E1	d_62	#F564E3	36	592.572285369639	662.988197032392
WZM0087072	4E1	d_62	#F564E3	32	668.086957049083	664.24147475584
WZM0087073	4E1	d_62	#F564E3	33	542.334063959805	490.382310465711
WZM0087074	4E1	d_62	#F564E3	34	608.105922412196	640.422487981799
WZM0087075	4E1	d_62	#F564E3	25	492.888718262209	728.872664462069
WZM0087076	4E1	d_62	#F564E3	25	596.206978290504	711.595408259792
WZM0087077	4E1	d_62	#F564E3	34	606.814741013802	680.024014943574
WZM0087078	4E1	d_62	#F564E3	34	623.745510277793	711.331332798954
WZM0087079	4E1	d_62	#F564E3	32	615.738974515834	616.408318028336
WZM0087080	4E1	d_62	#F564E3	35	563.21551846447	647.38020209206
WZM0087081	4E1	d_62	#F564E3	34	624.870272170755	702.065805731639
WZM0087082	4E1	d_62	#F564E3	46	816.513503949349	560.46260970287
WZM0087083	4E1	d_62	#F564E3	34	627.806241761764	659.348405016518
WZM0087084	4E1	d_62	#F564E3	41	409.860056229992	786.868346534143
WZM0087085	4E1	d_62	#F564E3	16	124.254160772847	467.393228005151
WZM0087086	4E1	d_62	#F564E3	41	399.180492032201	741.879613305037
WZM0087087	4E1	d_62	#F564E3	34	619.421614084082	655.611698480555
WZM0087088	4E1	d_62	#F564E3	34	620.207110552654	670.342947647742
WZM0087089	4E1	d_62	#F564E3	34	676.396334260141	664.521289043849
WZM0087090	4E1	d_62	#F564E3	34	636.008821294862	693.763665827272
WZM0087091	4E1	d_62	#F564E3	35	626.484071086275	602.135047528504
WZM0087092	4E1	d_62	#F564E3	34	669.744732395072	653.951923147665
WZM0087093	4E1	d_62	#F564E3	31	524.568527315707	555.356589482215
WZM0087094	4E1	d_62	#F564E3	34	615.437645147551	657.020193154764
WZM0087095	4E1	d_62	#F564E3	32	683.419206507567	650.813927256835
WZM0087097	4E1	d_62	#F564E3	36	581.632955372379	653.48149445934
WZM0087098	4E1	d_62	#F564E3	34	615.248830286663	633.333438958396
WZM0087099	4E1	d_62	#F564E3	25	555.839508864476	731.380691859964
WZM0087100	4E1	d_62	#F564E3	35	565.027180670635	644.855347853441
WZM0087101	4E1	d_62	#F564E3	25	478.082357536394	742.559920683034
WZM0087102	4E1	d_62	#F564E3	34	619.624360167605	666.979356663045
WZM0087103	4E1	d_62	#F564E3	34	636.987272383213	697.39735992363
WZM0087104	4E1	d_62	#F564E3	34	655.902096579686	691.422266735453
WZM0087105	4E1	d_62	#F564E3	36	572.141568944318	663.465017755851
WZM0087106	4E1	d_62	#F564E3	27	515.589325730893	598.901059050496
WZM0087107	4E1	d_62	#F564E3	36	548.211646647366	698.301203213996
WZM0087108	4E1	d_62	#F564E3	36	618.789182909373	637.345461365856
WZM0087109	4E1	d_62	#F564E3	34	626.029012987945	655.26891374184
WZM0087110	4E1	d_62	#F564E3	42	292.528657116811	823.959403346866
WZM0087111	4E1	d_62	#F564E3	36	581.962295906988	638.566958206845
WZM0087112	4E1	d_62	#F564E3	34	632.526428956674	621.664971763135
WZM0087113	4E1	d_62	#F564E3	36	565.969259609088	654.560278588978
WZM0087114	4E1	d_62	#F564E3	25	538.507640454416	689.120842936403
WZM0087115	4E1	d_62	#F564E3	36	570.595664932547	648.158962417018
WZM0087116	4E1	d_62	#F564E3	39	209.27002561777	785.266192759737
WZM0087117	4E1	d_62	#F564E3	34	624.591011040811	681.848980095452
WZM0087118	4E1	d_62	#F564E3	36	561.414406517377	675.320462300783
WZM0087119	4E1	d_62	#F564E3	34	596.132770511823	716.621557718333
WZM0087120	4E1	d_62	#F564E3	10	399.399607139695	392.617430425546
WZM0087121	4E1	d_62	#F564E3	34	681.439535045927	663.69007286162
WZM0087122	4E1	d_62	#F564E3	34	657.122023072934	682.647974990149
WZM0087123	4E1	d_62	#F564E3	36	559.537040242487	645.681990056366
WZM0087124	4E1	d_62	#F564E3	34	613.912634312147	679.053659452999
WZM0087125	4E1	d_62	#F564E3	36	559.696874406462	639.465092779278
WZM0087126	4E1	d_62	#F564E3	34	636.228117664782	695.205598933821
WZM0087127	4E1	d_62	#F564E3	34	647.644931557978	686.393960699818
WZM0087128	4E1	d_62	#F564E3	35	546.795505938447	647.513241579715
WZM0087129	4E1	d_62	#F564E3	34	634.085430095238	686.792059677282
WZM0087130	4E1	d_62	#F564E3	36	572.091655162486	695.127441286851
WZM0087132	4E1	d_62	#F564E3	26	292.947636365485	687.103294499921
WZM0087133	4E1	d_62	#F564E3	32	615.493139921112	627.465253002264
WZM0087134	4E1	d_62	#F564E3	35	576.824664615703	611.697474332321
WZM0087135	4E1	d_62	#F564E3	34	583.811904197922	707.287902245963
WZM0087136	4E1	d_62	#F564E3	34	616.781046791155	681.059396401447
WZM0087137	4E1	d_62	#F564E3	34	675.913077249254	672.847784155985
WZM0087138	4E1	d_62	#F564E3	36	563.807673625616	640.878641702047
WZM0087139	4E1	d_62	#F564E3	35	579.555611541281	629.184893471323
WZM0087140	4E1	d_62	#F564E3	34	633.327471515127	669.003429147668
WZM0087141	4E1	d_62	#F564E3	36	592.31393032939	643.236855627908
WZM0087142	4E1	d_62	#F564E3	36	563.913119549524	618.628663928912
WZM0087143	4E1	d_62	#F564E3	34	628.281042329238	657.105862018417
WZM0087144	4E1	d_62	#F564E3	35	607.123136650319	606.238769700462
WZM0087145	4E1	d_62	#F564E3	34	633.784054279141	702.933090058479
WZM0087146	4E1	d_62	#F564E3	34	607.382181455735	674.946167249103
WZM0087147	4E1	d_62	#F564E3	34	655.221727511138	669.597217487796
WZM0087148	4E1	d_62	#F564E3	31	538.14025224544	555.161189769317
WZM0087149	4E1	d_62	#F564E3	33	490.179498441011	551.575077533528
WZM0087150	4E1	d_62	#F564E3	8	469.449508759838	518.00370075304
WZM0087151	4E1	d_62	#F564E3	35	605.216197928575	666.120433418156
WZM0087152	4E1	d_62	#F564E3	34	666.786236891815	704.126831136791
WZM0087153	4E1	d_62	#F564E3	25	459.513885115049	700.872529310974
WZM0087154	4E1	d_62	#F564E3	36	597.120115694176	647.64183854126
WZM0087155	4E1	d_62	#F564E3	34	637.898092107932	639.302044346677
WZM0087156	4E1	d_62	#F564E3	25	528.217670216439	683.987832167554
WZM0087157	4E1	d_62	#F564E3	34	578.966350276736	630.254442137886
WZM0087158	4E1	d_62	#F564E3	34	650.1069110487	692.175973640524
WZM0087159	4E1	d_62	#F564E3	34	664.075449411624	683.671974337166
WZM0087160	4E1	d_62	#F564E3	34	597.367532174809	692.474725632716
WZM0087161	4E1	d_62	#F564E3	35	619.959968639331	620.340520384685
WZM0087162	4E1	d_62	#F564E3	25	528.835025681348	702.933895302849
WZM0087163	4E1	d_62	#F564E3	36	547.053390564027	663.032755780597
WZM0087164	4E1	d_62	#F564E3	26	318.295588729153	712.642873974855
WZM0087165	4E1	d_62	#F564E3	41	390.62031775878	780.240782667113
WZM0087166	4E1	d_62	#F564E3	43	438.682694744933	808.187997427771
WZM0087167	4E1	d_62	#F564E3	34	629.392926162593	658.666945754563
WZM0087168	4E1	d_62	#F564E3	34	633.36769772763	680.398763041356
WZM0087169	4E1	d_62	#F564E3	34	663.971532885131	642.179098735584
WZM0087170	4E1	d_62	#F564E3	34	631.307360996502	664.86248649483
WZM0087171	4E1	d_62	#F564E3	34	685.755703486375	648.613964767121
WZM0087172	4E1	d_62	#F564E3	36	576.706193100308	653.264209485401
WZM0087173	4E1	d_62	#F564E3	34	664.138568826086	667.474993731864
WZM0087174	4E1	d_62	#F564E3	35	593.216761253569	628.555445941878
WZM0087175	4E1	d_62	#F564E3	25	501.60426747336	727.457499782462
WZM0087176	4E1	d_62	#F564E3	34	620.781087978047	646.156343439096
WZM0087177	4E1	d_62	#F564E3	25	491.670394626776	747.914445342787
WZM0087178	4E1	d_62	#F564E3	25	534.299458728963	708.79367822407
WZM0087179	4E1	d_62	#F564E3	39	239.324226074441	726.409595532351
WZM0087180	4E1	d_62	#F564E3	34	653.515252670817	638.455503954076
WZM0087181	4E1	d_62	#F564E3	26	323.640444709423	753.172386711736
WZM0087182	4E1	d_62	#F564E3	34	630.532234247646	628.333231499041
WZM0087183	4E1	d_62	#F564E3	31	469.635880895276	522.986262983533
WZM0087184	4E1	d_62	#F564E3	34	681.408953278901	657.289508033665
WZM0087185	4E1	d_62	#F564E3	41	406.274251301	776.232062962208
WZM0087186	4E1	d_62	#F564E3	34	588.335445393282	636.726382847751
WZM0087187	4E1	d_62	#F564E3	34	637.778811911459	658.594101121295
WZM0087188	4E1	d_62	#F564E3	31	565.929698507068	531.071938087939
WZM0087189	4E1	d_62	#F564E3	25	474.347600778563	705.955249128368
WZM0087190	4E1	d_62	#F564E3	36	582.065793150345	644.269665239891
WZM0087191	4E1	d_62	#F564E3	34	602.091099308773	667.380191529786
WZM0087192	4E1	d_62	#F564E3	39	253.499848222829	748.849392110538
WZM0087193	4E1	d_62	#F564E3	34	579.725204859468	651.996992382626
WZM0087194	4E1	d_62	#F564E3	34	612.70078957214	655.247610891843
WZM0087195	4E1	d_62	#F564E3	34	641.734623338185	647.93397185027
WZM0087196	4E1	d_62	#F564E3	34	605.048739081917	674.828124227386
WZM0087197	4E1	d_62	#F564E3	34	659.590407233683	652.026195374123
WZM0087198	4E1	d_62	#F564E3	36	609.775248783071	640.704968900348
WZM0087199	4E1	d_62	#F564E3	34	625.36521033792	682.128766580359
WZM0087200	4E1	d_62	#F564E3	34	583.590224933211	671.521391720284
WZM0087201	4E1	d_62	#F564E3	34	655.504037556381	684.202036551021
WZM0087202	4E1	d_62	#F564E3	36	612.494445242973	683.351257236818
WZM0087203	4E1	d_62	#F564E3	36	584.899850593704	661.651321736134
WZM0087204	4E1	d_62	#F564E3	34	618.089241540494	667.05038201637
WZM0087205	4E1	d_62	#F564E3	34	634.51480964862	670.34178293255
WZM0087206	4E1	d_62	#F564E3	34	660.542845604599	673.017870877604
WZM0087207	4E1	d_62	#F564E3	49	804.74310722217	618.795209310582
WZM0087208	4E1	d_62	#F564E3	33	569.259398505393	512.800979419461
WZM0087209	4E1	d_62	#F564E3	34	604.582593314187	705.352532171251
WZM0087210	4E1	d_62	#F564E3	34	616.711331000692	688.647237581039
WZM0087211	4E1	d_62	#F564E3	25	520.749629352503	706.665244458989
WZM0087212	4E1	d_62	#F564E3	34	605.076916860697	698.754111452571
WZM0087213	4E1	d_62	#F564E3	34	686.152558552058	675.463822049783
WZM0087214	4E1	d_62	#F564E3	34	631.131596363145	701.713761135475
WZM0087215	4E1	d_62	#F564E3	34	665.966046648767	647.78620517963
WZM0087216	4E1	d_62	#F564E3	36	584.514797739389	643.76879780759
WZM0087217	4E1	d_62	#F564E3	34	648.735862961387	680.206280521951
WZM0087218	4E1	d_62	#F564E3	34	633.951992207924	669.664072779128
WZM0087219	4E1	d_62	#F564E3	34	623.935719673831	693.07638882567
WZM0087220	4E1	d_62	#F564E3	34	638.099829635096	652.643986542699
WZM0087221	4E1	d_62	#F564E3	36	574.0361347884	639.643151912578
WZM0087222	4E1	d_62	#F564E3	34	622.686827845023	661.134952556532
WZM0087223	4E1	d_62	#F564E3	10	438.296480579292	472.394085277801
WZM0087224	4E1	d_62	#F564E3	36	577.713380359761	701.881034436285
WZM0087225	4E1	d_62	#F564E3	34	645.682166619513	664.802675053331
WZM0087226	4E1	d_62	#F564E3	34	658.812715647911	680.633969108106
WZM0087227	4E1	d_62	#F564E3	35	589.808294521109	619.978287627152
WZM0087229	4E1	d_62	#F564E3	34	650.121919355904	676.169570307049
WZM0087230	4E1	d_62	#F564E3	34	682.073771262581	696.39887969888
WZM0087231	4E1	d_62	#F564E3	24	567.984680890311	663.353289080821
WZM0087232	4E1	d_62	#F564E3	34	685.812532066069	676.495599757927
WZM0087233	4E1	d_62	#F564E3	34	587.91421522506	695.083357840079
WZM0087234	4E1	d_62	#F564E3	34	605.150519087008	681.672550939127
WZM0087235	4E1	d_62	#F564E3	34	596.743740343303	659.9244593958
WZM0087236	4E1	d_62	#F564E3	34	637.881214021408	661.811948127773
WZM0087237	4E1	d_62	#F564E3	34	590.62157286559	701.632775080967
WZM0087238	4E1	d_62	#F564E3	34	593.045790876986	671.759274865741
WZM0087239	4E1	d_62	#F564E3	34	645.225240410611	668.850141799633
WZM0087240	4E1	d_62	#F564E3	36	609.933669618591	675.076629792758
WZM0087241	4E1	d_62	#F564E3	41	421.443813004791	765.174137613757
WZM0087242	4E1	d_62	#F564E3	25	512.593636715286	698.900592091144
WZM0087243	4E1	d_62	#F564E3	35	588.524334373625	657.126126543523
WZM0087244	4E1	d_62	#F564E3	34	655.449999732221	688.537253875461
WZM0087245	4E1	d_62	#F564E3	34	615.077087613674	686.172372118067
WZM0087246	4E1	d_62	#F564E3	36	594.243674534953	635.98318168589
WZM0087247	4E1	d_62	#F564E3	35	533.363512741815	640.494153277378
WZM0087248	4E1	d_62	#F564E3	33	516.847076352234	472.726082959782
WZM0087249	4E1	d_62	#F564E3	35	598.334225635385	627.166541945964
WZM0087250	4E1	d_62	#F564E3	34	640.295264931134	654.664775474326
WZM0087251	4E1	d_62	#F564E3	34	613.15559449308	670.35136308823
WZM0087252	4E1	d_62	#F564E3	26	256.864531981081	726.699067999925
WZM0087253	4E1	d_62	#F564E3	34	572.415824542743	696.979789838347
WZM0087254	4E1	d_62	#F564E3	34	630.086546787689	695.894603315632
WZM0087255	4E1	d_62	#F564E3	49	757.326973091052	652.340591695169
WZM0087256	4E1	d_62	#F564E3	34	622.474291424266	672.675550558254
WZM0087257	4E1	d_62	#F564E3	34	614.231729804572	677.059659161144
WZM0087258	4E1	d_62	#F564E3	31	529.597997930051	568.790174624472
WZM0087259	4E1	d_62	#F564E3	11	304.227551828863	466.595784802702
WZM0087260	4E1	d_62	#F564E3	34	597.396509192741	680.313862733286
WZM0087261	4E1	d_62	#F564E3	34	659.847045633772	659.148984715223
WZM0087262	4E1	d_62	#F564E3	34	650.396757936506	696.578441881506
WZM0087263	4E1	d_62	#F564E3	24	533.912941203803	586.42240574358
WZM0087264	4E1	d_62	#F564E3	25	536.936099876121	676.368979852656
WZM0087265	4E1	d_62	#F564E3	34	645.924664648822	688.695711615913
WZM0087266	4E1	d_62	#F564E3	34	621.507879183478	686.406376348262
WZM0087267	4E1	d_62	#F564E3	34	619.286658699635	677.532065684863
WZM0087269	4E1	d_62	#F564E3	49	843.480217390927	637.821415091796
WZM0087270	4E1	d_62	#F564E3	34	617.181850540961	705.572252901029
WZM0087271	4E1	d_62	#F564E3	34	681.26680455407	689.551645987037
WZM0087272	4E1	d_62	#F564E3	25	479.862447822364	739.87879196074
WZM0087273	4E1	d_62	#F564E3	41	397.481958622987	797.448011991974
WZM0087274	4E1	d_62	#F564E3	34	662.451644379715	710.266043520499
WZM0087275	4E1	d_62	#F564E3	40	419.980736968785	916.58103830839
WZM0087276	4E1	d_62	#F564E3	33	536.167749159125	498.11295865326
WZM0087277	4E1	d_62	#F564E3	29	586.549310566498	488.267891613846
WZM0087278	4E1	d_62	#F564E3	34	576.217249417986	685.674898487006
WZM0087279	4E1	d_62	#F564E3	34	616.045217325729	665.947562920937
WZM0087280	4E1	d_62	#F564E3	33	522.121186596144	482.014496877249
WZM0087281	4E1	d_62	#F564E3	33	541.967050577917	528.678184466916
WZM0087283	4E1	d_62	#F564E3	33	483.696822853855	489.009428612088
WZM0087284	4E1	d_62	#F564E3	34	638.594963237913	654.892834482856
WZM0087285	4E1	d_62	#F564E3	29	586.797997734611	507.595621840687
WZM0087286	4E1	d_62	#F564E3	34	656.767900685185	686.087659885401
WZM0087287	4E1	d_62	#F564E3	35	575.255474012419	611.993316037745
WZM0087288	4E1	d_62	#F564E3	39	228.072375984055	777.13487014401
WZM0087290	4E1	d_62	#F564E3	36	545.130498891769	669.697181286923
WZM0087291	4E1	d_62	#F564E3	34	613.481366910586	686.416895260912
WZM0087292	4E1	d_62	#F564E3	8	440.341286826307	486.950333975493
WZM0087293	4E1	d_62	#F564E3	36	578.478113997849	687.738595811415
WZM0087294	4E1	d_62	#F564E3	34	653.22740305047	652.793976909873
WZM0087295	4E1	d_62	#F564E3	34	650.29956483724	675.216765407971
WZM0087296	4E1	d_62	#F564E3	39	170.97802523184	767.756016222672
WZM0087297	4E1	d_62	#F564E3	36	563.825415658495	631.698086664944
WZM0087299	4E1	d_62	#F564E3	34	601.768359028252	676.787973798735
WZM0087300	4E1	d_62	#F564E3	8	470.871922604902	509.874870619214
WZM0087301	4E1	d_62	#F564E3	36	565.354797414444	658.913345063135
WZM0087302	4E1	d_62	#F564E3	36	594.596797024523	613.763446617311
WZM0087303	4E1	d_62	#F564E3	34	685.080182445693	661.528108792796
WZM0087304	4E1	d_62	#F564E3	34	635.381372222922	661.340929586643
WZM0087305	4E1	d_62	#F564E3	34	647.463977307904	705.155341891884
WZM0087306	4E1	d_62	#F564E3	34	644.468752962029	661.779577448982
WZM0087307	4E1	d_62	#F564E3	40	416.255264177838	891.24438113861
WZM0087308	4E1	d_62	#F564E3	34	620.521742254775	653.40806242854
WZM0087309	4E1	d_62	#F564E3	34	640.515114160272	634.970079624968
WZM0087310	4E1	d_62	#F564E3	34	624.15479980748	685.755101636708
WZM0087311	4E1	d_62	#F564E3	34	599.544688524525	682.113494589152
WZM0087312	4E1	d_62	#F564E3	34	633.577210120824	699.250096334082
WZM0087313	4E1	d_62	#F564E3	34	641.388348647958	644.442718540624
WZM0087314	4E1	d_62	#F564E3	34	600.70844339114	680.885171573542
WZM0087315	4E1	d_62	#F564E3	34	647.481682333818	669.581444655843
WZM0087316	4E1	d_62	#F564E3	34	588.480393889249	668.026516178724
WZM0087317	4E1	d_62	#F564E3	44	415.611460475028	860.062829898817
WZM0087318	4E1	d_62	#F564E3	34	604.490525386513	692.440535015587
WZM0087319	4E1	d_62	#F564E3	33	563.7194793505	499.505739484309
WZM0087320	4E1	d_62	#F564E3	36	575.034969082045	666.077290744222
WZM0087321	4E1	d_62	#F564E3	27	487.215667496307	565.367181328298
WZM0087322	4E1	d_62	#F564E3	34	691.099078804093	700.251679027897
WZM0087323	4E1	d_62	#F564E3	35	595.451207534464	641.958145292468
WZM0087324	4E1	d_62	#F564E3	39	221.819606042109	799.336411033176
WZM0087325	4E1	d_62	#F564E3	35	560.092936685714	674.792686981755
WZM0087326	4E1	d_62	#F564E3	35	570.836351346217	607.552152807019
WZM0087327	4E1	d_62	#F564E3	36	584.785196800418	675.377565776248
WZM0087328	4E1	d_62	#F564E3	34	638.605582162321	683.294418770958
WZM0087329	4E1	d_62	#F564E3	34	614.788036676184	635.393408387892
WZM0087330	4E1	d_62	#F564E3	34	621.018957300146	647.35998753219
WZM0087331	4E1	d_62	#F564E3	36	548.079505675883	654.898171988385
WZM0087332	4E1	d_62	#F564E3	26	261.889010948496	727.203851889077
WZM0087333	4E1	d_62	#F564E3	26	337.660779886321	731.838639843627
WZM0087334	4E1	d_62	#F564E3	33	515.757658853062	559.045828711496
WZM0087335	4E1	d_62	#F564E3	36	566.696946413378	674.884936087114
WZM0087336	4E1	d_62	#F564E3	34	660.62788223772	721.157704761681
WZM0087337	4E1	d_62	#F564E3	34	613.843727880881	725.636576278572
WZM0087338	4E1	d_62	#F564E3	43	449.674302713694	757.103635016809
WZM0087339	4E1	d_62	#F564E3	34	649.531766595402	672.128116638637
WZM0087340	4E1	d_62	#F564E3	34	652.949735320633	673.298054040467
WZM0087341	4E1	d_62	#F564E3	36	617.735963054318	643.204777007337
WZM0087342	4E1	d_62	#F564E3	34	658.155079476151	677.739411722313
WZM0087343	4E1	d_62	#F564E3	36	605.148179269766	651.329916054346
WZM0087344	4E1	d_62	#F564E3	34	644.977886137687	667.413073843477
WZM0087345	4E1	d_62	#F564E3	34	641.043632053456	648.37635254711
WZM0087346	4E1	d_62	#F564E3	25	530.655070698018	731.613000569105
WZM0087347	4E1	d_62	#F564E3	34	587.189060442396	665.18244590432
WZM0087348	4E1	d_62	#F564E3	32	590.01543105743	597.502192574853
WZM0087349	4E1	d_62	#F564E3	33	533.786133754758	508.623304930298
WZM0087350	4E1	d_62	#F564E3	34	601.893092224274	663.483293472401
WZM0087351	4E1	d_62	#F564E3	34	675.396074480064	658.185213222914
WZM0087352	4E1	d_62	#F564E3	35	606.521463958289	651.992644921906
WZM0087353	4E1	d_62	#F564E3	41	398.524451020341	799.857642582386
WZM0087354	4E1	d_62	#F564E3	43	386.99053474122	839.183582596999
WZM0087355	4E1	d_62	#F564E3	33	519.862938998214	497.232229832103
WZM0087356	4E1	d_62	#F564E3	26	269.452274151343	698.417016100637
WZM0087357	4E1	d_62	#F564E3	34	681.835868994423	668.698771456849
WZM0087358	4E1	d_62	#F564E3	30	540.891359048246	588.982388146375
WZM0087359	4E1	d_62	#F564E3	34	657.877055851808	701.311476091192
WZM0087360	4E1	d_62	#F564E3	40	387.632349051395	859.319884063786
WZM0087361	4E1	d_62	#F564E3	34	658.128816973969	666.419468189773
WZM0087363	4E1	d_62	#F564E3	35	605.885139473484	622.281733317361
WZM0087364	4E1	d_62	#F564E3	34	591.600530934364	698.420806803955
WZM0087366	4E1	d_62	#F564E3	43	419.079182771285	793.692052763469
WZM0087367	4E1	d_62	#F564E3	34	646.520536866283	666.429496531286
WZM0087368	4E1	d_62	#F564E3	34	569.314726740088	705.786261921132
WZM0087370	4E1	d_62	#F564E3	34	664.19965559544	682.814486558389
WZM0087371	4E1	d_62	#F564E3	34	667.504766918583	653.326329781156
WZM0087372	4E1	d_62	#F564E3	34	682.142911583203	664.35744991436
WZM0087373	4E1	d_62	#F564E3	34	579.633372901648	679.522673906325
